sh201000 R003
sh201001 R007
sh201002 R014
sh201003 R028
sh201004 R091
sh201005 R182
sh201008 R001
sh201009 R002
sh201010 R004
sh202001 RC001
sh202003 RC003
sh202007 RC007
sh203007 0501R007
sh203008 0501R028
sh203009 0501R091
sh203016 0504R007
sh203017 0504R028
sh203018 0504R091
sh203019 0505R007
sh203020 0505R028
sh203021 0505R091
sh203031 0509R007
sh203032 0509R028
sh203033 0509R091
sh203040 0512R007
sh203041 0512R028
sh203042 0512R091
sh203043 0513R007
sh203044 0513R028
sh203045 0513R091
sh203049 0601R007
sh203050 0601R028
sh203051 0601R091
sh203052 0603R007
sh203053 0603R028
sh203054 0603R091
sh204001 GC001
sh204002 GC002
sh204003 GC003
sh204004 GC004
sh204007 GC007
sh204014 GC014
sh204028 GC028
sh204091 GC091
sh204182 GC182
sh500001 基金金泰
sh500002 基金泰和
sh500003 基金安信
sh500005 基金汉盛
sh500006 基金裕阳
sh500007 基金景阳
sh500008 基金兴华
sh500009 基金安顺
sh500011 基金金鑫
sh500015 基金汉兴
sh500018 基金兴和
sh500029 基金科讯
sh500038 基金通乾
sh500056 基金科瑞
sh500058 基金银丰
sh510010 治理ETF
sh510020 超大ETF
sh510030 价值ETF
sh510050 50ETF
sh510060 央企ETF
sh510061 央企申赎
sh510070 民企ETF
sh510090 责任ETF
sh510110 周期ETF
sh510120 非周ETF
sh510130 中盘ETF
sh510150 招商上证消费80
sh510160 小康ETF
sh510170 商品ETF
sh510180 180ETF
sh510190 龙头ETF
sh510210 综指ETF
sh510220 中小ETF
sh510230 金融ETF
sh510260 新兴ETF
sh510270 国企ETF
sh510280 成长ETF
sh510290 380ETF
sh510300 300ETF
sh510310 HS300ETF
sh510330 华夏300
sh510410 资源ETF
sh510420 180EWETF
sh510430 50等权
sh510440 500沪市ETF
sh510450 180高ETF
sh510500 500ETF
sh510510 广发500
sh510520 诺安500
sh510610 能源行业
sh510620 材料行业
sh510630 消费行业
sh510650 金融行业
sh510660 医药行业
sh510680 万家380
sh510700 百强ETF
sh510880 红利ETF
sh510900 H股ETF
sh511010 国债ETF
sh511210 企债ETF
sh511880 银华日利
sh511990 华宝添益
sh512010 医药ETF
sh512070 非银ETF
sh512210 景顺食品
sh512220 景顺TMT
sh512230 景顺医药
sh512600 主要消费
sh512610 医药卫生
sh512640 金融地产
sh513030 德国30
sh513100 纳指ETF
sh513500 标普500
sh518800 国泰黄金
sh518880 黄金ETF
sh580012 云化CWB1
sh580013 武钢CWB1
sh580014 深高CWB1
sh580016 上汽CWB1
sh580017 赣粤CWB1
sh580019 石化CWB1
sh580020 上港CWB1
sh580021 青啤CWB1
sh580022 国电CWB1
sh580023 康美CWB1
sh580024 宝钢CWB1
sh580025 葛洲CWB1
sh580026 江铜CWB1
sh580027 长虹CWB1
sh600000 浦发银行
sh600001 邯郸钢铁
sh600002 齐鲁退市
sh600003 ST东北高
sh600004 白云机场
sh600005 武钢股份
sh600006 东风汽车
sh600007 中国国贸
sh600008 首创股份
sh600009 上海机场
sh600010 包钢股份
sh600011 华能国际
sh600012 皖通高速
sh600015 华夏银行
sh600016 民生银行
sh600017 日照港
sh600018 上港集团
sh600019 宝钢股份
sh600020 中原高速
sh600021 上海电力
sh600022 山东钢铁
sh600023 浙能电力
sh600026 中海发展
sh600027 华电国际
sh600028 中国石化
sh600029 南方航空
sh600030 中信证券
sh600031 三一重工
sh600033 福建高速
sh600035 楚天高速
sh600036 招商银行
sh600037 歌华有线
sh600038 哈飞股份
sh600039 四川路桥
sh600048 保利地产
sh600050 中国联通
sh600051 宁波联合
sh600052 浙江广厦
sh600053 中江地产
sh600054 黄山旅游
sh600055 华润万东
sh600056 中国医药
sh600057 象屿股份
sh600058 五矿发展
sh600059 古越龙山
sh600060 海信电器
sh600061 中纺投资
sh600062 华润双鹤
sh600063 皖维高新
sh600064 南京高科
sh600065 *ST联谊
